date,news,description,url,score,type
2025-12-31 13:43:07+00:00,Apple mock event 18-3,Mock description for Apple event 3.,https://example.com/apple/17/2,0.32631737180428,analytical note
2025-12-30 19:43:07+00:00,Apple mock event 19-3,Mock description for Apple event 3.,https://example.com/apple/18/2,0.369510192248872,analytical note
2025-12-30 09:43:07+00:00,Apple mock event 19-1,Mock description for Apple event 1.,https://example.com/apple/18/0,0.2871372108107805,twit
2025-12-30 02:43:07+00:00,Apple mock event 19-2,Mock description for Apple event 2.,https://example.com/apple/18/1,0.16574383901879125,news
2025-12-29 15:43:07+00:00,Apple mock event 20-2,Mock description for Apple event 2.,https://example.com/apple/19/1,-0.39194743890023387,news_fm
2025-12-29 11:43:07+00:00,Apple mock event 20-3,Mock description for Apple event 3.,https://example.com/apple/19/2,-0.22598162571715966,news_fm
2025-12-29 09:43:07+00:00,Apple mock event 20-1,Mock description for Apple event 1.,https://example.com/apple/19/0,0.14534046806941292,twit
2025-12-28 19:43:07+00:00,Apple mock event 21-2,Mock description for Apple event 2.,https://example.com/apple/20/1,0.23485162590195421,analytical note
2025-12-28 14:43:07+00:00,Apple mock event 21-1,Mock description for Apple event 1.,https://example.com/apple/20/0,-0.08930520068080679,twit
2025-12-28 09:43:07+00:00,Apple mock event 21-3,Mock description for Apple event 3.,https://example.com/apple/20/2,-0.046577244702571505,twit
2025-12-27 19:43:07+00:00,Apple mock event 22-2,Mock description for Apple event 2.,https://example.com/apple/21/1,0.04920523471521528,news_fm
2025-12-27 18:43:07+00:00,Apple mock event 22-1,Mock description for Apple event 1.,https://example.com/apple/21/0,0.6370684708743445,twit
2025-12-27 09:43:07+00:00,Apple mock event 22-3,Mock description for Apple event 3.,https://example.com/apple/21/2,-0.31444489842377404,twit
2025-12-26 14:43:07+00:00,Apple mock event 23-2,Mock description for Apple event 2.,https://example.com/apple/22/1,0.38801506611392705,analytical note
2025-12-26 10:43:07+00:00,Apple mock event 23-1,Mock description for Apple event 1.,https://example.com/apple/22/0,-0.0562871996058506,analytical note
2025-12-26 07:43:07+00:00,Apple mock event 23-3,Mock description for Apple event 3.,https://example.com/apple/22/2,0.23287846099910006,news_fm
2025-12-25 14:43:07+00:00,Apple mock event 24-3,Mock description for Apple event 3.,https://example.com/apple/23/2,-0.14223845589425538,analytical note
2025-12-25 13:43:07+00:00,Apple mock event 24-2,Mock description for Apple event 2.,https://example.com/apple/23/1,-0.5675110035703882,analytical note
2025-12-25 09:43:07+00:00,Apple mock event 24-1,Mock description for Apple event 1.,https://example.com/apple/23/0,-0.09607029709047932,news_fm
2025-12-24 19:43:07+00:00,Apple mock event 25-2,Mock description for Apple event 2.,https://example.com/apple/24/1,-0.25409701343335134,twit
2025-12-24 10:43:07+00:00,Apple mock event 25-3,Mock description for Apple event 3.,https://example.com/apple/24/2,0.562613783515306,news
2025-12-24 03:43:07+00:00,Apple mock event 25-1,Mock description for Apple event 1.,https://example.com/apple/24/0,-0.9555108310990552,twit
2025-12-23 18:43:07+00:00,Apple mock event 26-2,Mock description for Apple event 2.,https://example.com/apple/25/1,0.15154993571425052,news_fm
2025-12-23 08:43:07+00:00,Apple mock event 26-1,Mock description for Apple event 1.,https://example.com/apple/25/0,0.8898360719639594,analytical note
2025-12-23 08:43:07+00:00,Apple mock event 26-3,Mock description for Apple event 3.,https://example.com/apple/25/2,0.3565387715361326,news
2025-12-22 16:43:07+00:00,Apple mock event 27-2,Mock description for Apple event 2.,https://example.com/apple/26/1,0.1269424264945743,twit
2025-12-22 13:43:07+00:00,Apple mock event 27-1,Mock description for Apple event 1.,https://example.com/apple/26/0,-0.06222794904230273,analytical note
2025-12-22 03:43:07+00:00,Apple mock event 27-3,Mock description for Apple event 3.,https://example.com/apple/26/2,0.9613375758882834,news_fm
2025-12-21 20:43:07+00:00,Apple mock event 28-1,Mock description for Apple event 1.,https://example.com/apple/27/0,-0.17539925538740733,analytical note
2025-12-21 15:43:07+00:00,Apple mock event 28-3,Mock description for Apple event 3.,https://example.com/apple/27/2,-0.07905759147672373,news
2025-12-21 13:43:07+00:00,Apple mock event 28-2,Mock description for Apple event 2.,https://example.com/apple/27/1,-0.475623791148578,analytical note
2025-12-20 14:43:07+00:00,Apple mock event 29-1,Mock description for Apple event 1.,https://example.com/apple/28/0,0.28616834273452135,twit
2025-12-20 14:43:07+00:00,Apple mock event 29-3,Mock description for Apple event 3.,https://example.com/apple/28/2,0.9500877625269618,analytical note
2025-12-20 11:43:07+00:00,Apple mock event 29-2,Mock description for Apple event 2.,https://example.com/apple/28/1,0.3096522856534444,twit
2025-12-19 13:43:07+00:00,Apple mock event 30-3,Mock description for Apple event 3.,https://example.com/apple/29/2,0.014627257802805146,news_fm
2025-12-19 08:43:07+00:00,Apple mock event 30-1,Mock description for Apple event 1.,https://example.com/apple/29/0,1.0,news_fm
2025-12-19 06:43:07+00:00,Apple mock event 30-2,Mock description for Apple event 2.,https://example.com/apple/29/1,1.0,news
2025-12-18 17:43:07+00:00,Apple mock event 31-3,Mock description for Apple event 3.,https://example.com/apple/30/2,0.4534696985402934,analytical note
2025-12-18 09:43:07+00:00,Apple mock event 31-2,Mock description for Apple event 2.,https://example.com/apple/30/1,-0.565146663377225,news
2025-12-18 02:43:07+00:00,Apple mock event 31-1,Mock description for Apple event 1.,https://example.com/apple/30/0,0.6432989809319689,news_fm
2025-12-17 11:43:07+00:00,Apple mock event 32-2,Mock description for Apple event 2.,https://example.com/apple/31/1,-0.17092759109126723,news
2025-12-17 10:43:07+00:00,Apple mock event 32-3,Mock description for Apple event 3.,https://example.com/apple/31/2,-0.15465829498265857,twit
2025-12-17 02:43:07+00:00,Apple mock event 32-1,Mock description for Apple event 1.,https://example.com/apple/31/0,-0.31765669732148083,analytical note
2025-12-16 07:43:07+00:00,Apple mock event 33-2,Mock description for Apple event 2.,https://example.com/apple/32/1,0.5392757252952709,news_fm
2025-12-16 04:43:07+00:00,Apple mock event 33-1,Mock description for Apple event 1.,https://example.com/apple/32/0,-0.13726649091640297,analytical note
2025-12-16 03:43:07+00:00,Apple mock event 33-3,Mock description for Apple event 3.,https://example.com/apple/32/2,-0.323556399371217,analytical note
2025-12-15 15:43:07+00:00,Apple mock event 34-2,Mock description for Apple event 2.,https://example.com/apple/33/1,0.11308609900097272,twit
2025-12-15 10:43:07+00:00,Apple mock event 34-3,Mock description for Apple event 3.,https://example.com/apple/33/2,-0.5792075533420301,twit
2025-12-15 03:43:07+00:00,Apple mock event 34-1,Mock description for Apple event 1.,https://example.com/apple/33/0,-0.9028725172937315,analytical note
2025-12-14 16:43:07+00:00,Apple mock event 35-2,Mock description for Apple event 2.,https://example.com/apple/34/1,-0.0826124924792505,analytical note
2025-12-14 06:43:07+00:00,Apple mock event 35-3,Mock description for Apple event 3.,https://example.com/apple/34/2,-0.0241028230354037,twit
2025-12-14 02:43:07+00:00,Apple mock event 35-1,Mock description for Apple event 1.,https://example.com/apple/34/0,0.7421722554675372,twit
2025-12-13 20:43:07+00:00,Apple mock event 36-3,Mock description for Apple event 3.,https://example.com/apple/35/2,-0.27591520884022297,analytical note
2025-12-13 15:43:07+00:00,Apple mock event 36-1,Mock description for Apple event 1.,https://example.com/apple/35/0,-0.5226658078814788,analytical note
2025-12-13 06:43:07+00:00,Apple mock event 36-2,Mock description for Apple event 2.,https://example.com/apple/35/1,0.3486564891038767,news
2025-12-12 16:43:07+00:00,Apple mock event 37-1,Mock description for Apple event 1.,https://example.com/apple/36/0,-0.08843301108276526,news_fm
2025-12-12 09:43:07+00:00,Apple mock event 37-3,Mock description for Apple event 3.,https://example.com/apple/36/2,0.180009731281683,twit
2025-12-12 08:43:07+00:00,Apple mock event 37-2,Mock description for Apple event 2.,https://example.com/apple/36/1,0.5019241228787297,news_fm
2025-12-11 18:43:07+00:00,Apple mock event 38-3,Mock description for Apple event 3.,https://example.com/apple/37/2,0.1527565726341312,news
2025-12-11 14:43:07+00:00,Apple mock event 38-1,Mock description for Apple event 1.,https://example.com/apple/37/0,-0.02889158153777995,analytical note
2025-12-11 02:43:07+00:00,Apple mock event 38-2,Mock description for Apple event 2.,https://example.com/apple/37/1,-0.08105622450420481,news_fm
2025-12-10 19:43:07+00:00,Apple mock event 39-1,Mock description for Apple event 1.,https://example.com/apple/38/0,0.20968185064209255,news_fm
2025-12-10 11:43:07+00:00,Apple mock event 39-2,Mock description for Apple event 2.,https://example.com/apple/38/1,0.28168286347194166,news
2025-12-10 03:43:07+00:00,Apple mock event 39-3,Mock description for Apple event 3.,https://example.com/apple/38/2,0.21322149346195063,analytical note
2025-12-09 11:43:07+00:00,Apple mock event 40-1,Mock description for Apple event 1.,https://example.com/apple/39/0,0.2242291804479978,analytical note
2025-12-09 10:43:07+00:00,Apple mock event 40-3,Mock description for Apple event 3.,https://example.com/apple/39/2,0.4099807951067013,twit
2025-12-09 05:43:07+00:00,Apple mock event 40-2,Mock description for Apple event 2.,https://example.com/apple/39/1,0.47787585351720524,twit
2025-12-08 13:43:07+00:00,Apple mock event 41-2,Mock description for Apple event 2.,https://example.com/apple/40/1,-0.5101935485421839,twit
2025-12-08 12:43:07+00:00,Apple mock event 41-3,Mock description for Apple event 3.,https://example.com/apple/40/2,0.5154185856979082,news
2025-12-08 02:43:07+00:00,Apple mock event 41-1,Mock description for Apple event 1.,https://example.com/apple/40/0,0.20501966875367988,analytical note
2025-12-07 21:43:07+00:00,Apple mock event 42-1,Mock description for Apple event 1.,https://example.com/apple/41/0,-0.3245068968447388,news_fm
2025-12-07 19:43:07+00:00,Apple mock event 42-2,Mock description for Apple event 2.,https://example.com/apple/41/1,-0.22671690990742688,news
2025-12-07 18:43:07+00:00,Apple mock event 42-3,Mock description for Apple event 3.,https://example.com/apple/41/2,-0.38078820418561465,news_fm
2025-12-06 18:43:07+00:00,Apple mock event 43-3,Mock description for Apple event 3.,https://example.com/apple/42/2,-0.24163823648363625,news
2025-12-06 13:43:07+00:00,Apple mock event 43-1,Mock description for Apple event 1.,https://example.com/apple/42/0,0.489113179858298,twit
2025-12-06 09:43:07+00:00,Apple mock event 43-2,Mock description for Apple event 2.,https://example.com/apple/42/1,0.08779299297977206,news_fm
2025-12-05 21:43:07+00:00,Apple mock event 44-2,Mock description for Apple event 2.,https://example.com/apple/43/1,0.14635548208917257,news_fm
2025-12-05 02:43:07+00:00,Apple mock event 44-1,Mock description for Apple event 1.,https://example.com/apple/43/0,0.3274999255924587,news_fm
2025-12-05 02:43:07+00:00,Apple mock event 44-3,Mock description for Apple event 3.,https://example.com/apple/43/2,-0.33169778950752293,news_fm
2025-12-04 06:43:07+00:00,Apple mock event 45-2,Mock description for Apple event 2.,https://example.com/apple/44/1,0.07974452926907773,news_fm
2025-12-04 04:43:07+00:00,Apple mock event 45-3,Mock description for Apple event 3.,https://example.com/apple/44/2,-0.3933047077078965,news_fm
2025-12-04 03:43:07+00:00,Apple mock event 45-1,Mock description for Apple event 1.,https://example.com/apple/44/0,0.10941004154403668,news
2025-12-03 20:43:07+00:00,Apple mock event 46-1,Mock description for Apple event 1.,https://example.com/apple/45/0,-0.2458834169372056,news_fm
2025-12-03 11:43:07+00:00,Apple mock event 46-2,Mock description for Apple event 2.,https://example.com/apple/45/1,-0.008630873752467131,analytical note
2025-12-03 04:43:07+00:00,Apple mock event 46-3,Mock description for Apple event 3.,https://example.com/apple/45/2,0.09055775703314532,news
2025-12-02 10:43:07+00:00,Apple mock event 47-1,Mock description for Apple event 1.,https://example.com/apple/46/0,0.018986292268540598,news
2025-12-02 08:43:07+00:00,Apple mock event 47-2,Mock description for Apple event 2.,https://example.com/apple/46/1,0.3584050891705133,news
2025-12-02 08:43:07+00:00,Apple mock event 47-3,Mock description for Apple event 3.,https://example.com/apple/46/2,0.6307414277888348,news
2025-12-01 16:43:07+00:00,Apple mock event 48-2,Mock description for Apple event 2.,https://example.com/apple/47/1,0.02523663398707276,twit
2025-12-01 13:43:07+00:00,Apple mock event 48-3,Mock description for Apple event 3.,https://example.com/apple/47/2,-0.9183864593659171,analytical note
2025-12-01 04:43:07+00:00,Apple mock event 48-1,Mock description for Apple event 1.,https://example.com/apple/47/0,0.1225715647469434,analytical note
2025-11-30 18:43:07+00:00,Apple mock event 49-2,Mock description for Apple event 2.,https://example.com/apple/48/1,0.3801716401197297,analytical note
2025-11-30 11:43:07+00:00,Apple mock event 49-3,Mock description for Apple event 3.,https://example.com/apple/48/2,0.36756416577777357,news_fm
2025-11-30 03:43:07+00:00,Apple mock event 49-1,Mock description for Apple event 1.,https://example.com/apple/48/0,-0.016228507149816548,news_fm
2025-11-29 13:43:07+00:00,Apple mock event 50-1,Mock description for Apple event 1.,https://example.com/apple/49/0,-0.1357148212929298,news
2025-11-29 13:43:07+00:00,Apple mock event 50-2,Mock description for Apple event 2.,https://example.com/apple/49/1,-0.5535344956379821,news
2025-11-29 12:43:07+00:00,Apple mock event 50-3,Mock description for Apple event 3.,https://example.com/apple/49/2,-0.2638459477238918,twit
2025-11-28 17:43:07+00:00,Apple mock event 51-3,Mock description for Apple event 3.,https://example.com/apple/50/2,1.0,news_fm
2025-11-28 13:43:07+00:00,Apple mock event 51-1,Mock description for Apple event 1.,https://example.com/apple/50/0,0.570543145652238,twit
2025-11-28 09:43:07+00:00,Apple mock event 51-2,Mock description for Apple event 2.,https://example.com/apple/50/1,1.0,news
2025-11-27 12:43:07+00:00,Apple mock event 52-2,Mock description for Apple event 2.,https://example.com/apple/51/1,0.2362290510832148,analytical note
2025-11-27 08:43:07+00:00,Apple mock event 52-1,Mock description for Apple event 1.,https://example.com/apple/51/0,0.23950447096890376,analytical note
2025-11-27 07:43:07+00:00,Apple mock event 52-3,Mock description for Apple event 3.,https://example.com/apple/51/2,-0.601666721033129,analytical note
2025-11-26 19:43:07+00:00,Apple mock event 53-1,Mock description for Apple event 1.,https://example.com/apple/52/0,0.24634912548872925,twit
2025-11-26 14:43:07+00:00,Apple mock event 53-2,Mock description for Apple event 2.,https://example.com/apple/52/1,-0.17589563626745586,twit
2025-11-26 11:43:07+00:00,Apple mock event 53-3,Mock description for Apple event 3.,https://example.com/apple/52/2,-0.6322314666147357,analytical note
2025-11-25 15:43:07+00:00,Apple mock event 54-2,Mock description for Apple event 2.,https://example.com/apple/53/1,-0.015282898326209873,news_fm
2025-11-25 11:43:07+00:00,Apple mock event 54-3,Mock description for Apple event 3.,https://example.com/apple/53/2,0.7091734387628411,news_fm
2025-11-25 07:43:07+00:00,Apple mock event 54-1,Mock description for Apple event 1.,https://example.com/apple/53/0,-0.16928822554958764,analytical note
2025-11-24 18:43:07+00:00,Apple mock event 55-1,Mock description for Apple event 1.,https://example.com/apple/54/0,0.49508266112652316,news_fm
2025-11-24 17:43:07+00:00,Apple mock event 55-3,Mock description for Apple event 3.,https://example.com/apple/54/2,-0.5796611897098067,twit
2025-11-24 06:43:07+00:00,Apple mock event 55-2,Mock description for Apple event 2.,https://example.com/apple/54/1,-0.6400719063566496,news_fm
2025-11-23 10:43:07+00:00,Apple mock event 56-2,Mock description for Apple event 2.,https://example.com/apple/55/1,0.3455539324928657,analytical note
2025-11-23 06:43:07+00:00,Apple mock event 56-3,Mock description for Apple event 3.,https://example.com/apple/55/2,-0.5158253030555915,news_fm
2025-11-23 05:43:07+00:00,Apple mock event 56-1,Mock description for Apple event 1.,https://example.com/apple/55/0,0.4537797370125058,analytical note
2025-11-22 16:43:07+00:00,Apple mock event 57-3,Mock description for Apple event 3.,https://example.com/apple/56/2,0.05536290959023895,twit
2025-11-22 16:43:07+00:00,Apple mock event 57-1,Mock description for Apple event 1.,https://example.com/apple/56/0,-0.011389762385600218,news_fm
2025-11-22 02:43:07+00:00,Apple mock event 57-2,Mock description for Apple event 2.,https://example.com/apple/56/1,-0.4407664707783026,news_fm
2025-11-21 21:43:07+00:00,Apple mock event 58-1,Mock description for Apple event 1.,https://example.com/apple/57/0,0.482318375496317,news
2025-11-21 14:43:07+00:00,Apple mock event 58-2,Mock description for Apple event 2.,https://example.com/apple/57/1,0.2596662459207789,news
2025-11-21 06:43:07+00:00,Apple mock event 58-3,Mock description for Apple event 3.,https://example.com/apple/57/2,0.02584527537435465,news
2025-11-20 20:43:07+00:00,Apple mock event 59-3,Mock description for Apple event 3.,https://example.com/apple/58/2,0.2916781096758425,news_fm
2025-11-20 09:43:07+00:00,Apple mock event 59-1,Mock description for Apple event 1.,https://example.com/apple/58/0,0.3107102926624867,twit
2025-11-20 03:43:07+00:00,Apple mock event 59-2,Mock description for Apple event 2.,https://example.com/apple/58/1,0.04361290071032133,news
2025-11-19 17:43:07+00:00,Apple mock event 60-3,Mock description for Apple event 3.,https://example.com/apple/59/2,0.041691094156178075,news
2025-11-19 12:43:07+00:00,Apple mock event 60-2,Mock description for Apple event 2.,https://example.com/apple/59/1,-0.028777630242160606,twit
2025-11-19 10:43:07+00:00,Apple mock event 60-1,Mock description for Apple event 1.,https://example.com/apple/59/0,-0.460797896703277,twit
2025-11-18 18:43:07+00:00,Apple mock event 61-2,Mock description for Apple event 2.,https://example.com/apple/60/1,-0.3927026210564535,news_fm
2025-11-18 12:43:07+00:00,Apple mock event 61-3,Mock description for Apple event 3.,https://example.com/apple/60/2,-0.03760140331685584,analytical note
2025-11-18 02:43:07+00:00,Apple mock event 61-1,Mock description for Apple event 1.,https://example.com/apple/60/0,-0.016022950269728862,twit
2025-11-17 14:43:07+00:00,Apple mock event 62-1,Mock description for Apple event 1.,https://example.com/apple/61/0,0.09273411243744785,news
2025-11-17 09:43:07+00:00,Apple mock event 62-3,Mock description for Apple event 3.,https://example.com/apple/61/2,-0.14669021724940684,news_fm
2025-11-17 02:43:07+00:00,Apple mock event 62-2,Mock description for Apple event 2.,https://example.com/apple/61/1,-0.21291290068271024,news
2025-11-16 15:43:07+00:00,Apple mock event 63-2,Mock description for Apple event 2.,https://example.com/apple/62/1,0.018060378665671888,analytical note
2025-11-16 13:43:07+00:00,Apple mock event 63-1,Mock description for Apple event 1.,https://example.com/apple/62/0,0.3774891539230876,analytical note
2025-11-16 09:43:07+00:00,Apple mock event 63-3,Mock description for Apple event 3.,https://example.com/apple/62/2,0.284008495497044,analytical note
2025-11-15 15:43:07+00:00,Apple mock event 64-2,Mock description for Apple event 2.,https://example.com/apple/63/1,0.1465158904072343,analytical note
2025-11-15 05:43:07+00:00,Apple mock event 64-1,Mock description for Apple event 1.,https://example.com/apple/63/0,-0.09772709452601186,analytical note
2025-11-15 02:43:07+00:00,Apple mock event 64-3,Mock description for Apple event 3.,https://example.com/apple/63/2,0.1417458988132958,analytical note
2025-11-14 21:43:07+00:00,Apple mock event 65-3,Mock description for Apple event 3.,https://example.com/apple/64/2,-0.05094488295953217,analytical note
2025-11-14 16:43:07+00:00,Apple mock event 65-1,Mock description for Apple event 1.,https://example.com/apple/64/0,-0.40242361394070875,news_fm
2025-11-14 07:43:07+00:00,Apple mock event 65-2,Mock description for Apple event 2.,https://example.com/apple/64/1,0.17425679397081104,news_fm
2025-11-13 14:43:07+00:00,Apple mock event 66-2,Mock description for Apple event 2.,https://example.com/apple/65/1,-0.23106035736438074,news_fm
2025-11-13 11:43:07+00:00,Apple mock event 66-3,Mock description for Apple event 3.,https://example.com/apple/65/2,0.21181156613873006,analytical note
2025-11-13 05:43:07+00:00,Apple mock event 66-1,Mock description for Apple event 1.,https://example.com/apple/65/0,0.5459019982030958,analytical note
2025-11-12 16:43:07+00:00,Apple mock event 67-1,Mock description for Apple event 1.,https://example.com/apple/66/0,-0.15816741705180143,news
2025-11-12 08:43:07+00:00,Apple mock event 67-3,Mock description for Apple event 3.,https://example.com/apple/66/2,0.2686282721421309,analytical note
2025-11-12 02:43:07+00:00,Apple mock event 67-2,Mock description for Apple event 2.,https://example.com/apple/66/1,0.006573034144949168,news
2025-11-11 19:43:07+00:00,Apple mock event 68-3,Mock description for Apple event 3.,https://example.com/apple/67/2,0.8536342325523327,twit
2025-11-11 12:43:07+00:00,Apple mock event 68-1,Mock description for Apple event 1.,https://example.com/apple/67/0,0.33675823143408146,analytical note
2025-11-11 07:43:07+00:00,Apple mock event 68-2,Mock description for Apple event 2.,https://example.com/apple/67/1,0.3607368659105128,analytical note
2025-11-10 20:43:07+00:00,Apple mock event 69-3,Mock description for Apple event 3.,https://example.com/apple/68/2,0.07398455316830406,analytical note
2025-11-10 16:43:07+00:00,Apple mock event 69-2,Mock description for Apple event 2.,https://example.com/apple/68/1,-0.20772566700169373,twit
2025-11-10 12:43:07+00:00,Apple mock event 69-1,Mock description for Apple event 1.,https://example.com/apple/68/0,1.0,news
2025-11-09 19:43:07+00:00,Apple mock event 70-1,Mock description for Apple event 1.,https://example.com/apple/69/0,0.06079750931049812,news_fm
