date,open,high,low,close,volume
2025-11-15,94.39226678959233,95.68316893253069,93.66093891560989,94.51147346586916,2672783
2025-11-16,96.92582068671366,98.04797114313305,97.05674059697012,97.18389240037587,2512853
2025-11-17,100.09065456249148,101.24047057601753,99.62659024019064,100.15758040278547,3048911
2025-11-18,99.81960487472473,99.77388125381808,98.32769572666533,99.15205205916985,2548798
2025-11-19,97.79076107887506,99.43825415396807,98.39723870288881,98.43050371934834,4000286
2025-11-20,95.8792107151683,97.10990315575448,95.45066649723265,96.38031333960464,2118244
2025-11-21,97.58963992473407,97.7790627873423,97.30600582554598,97.22560594908899,2327732
2025-11-22,98.64208722469283,99.16839453727053,99.09410374849611,98.64452040648887,4649053
2025-11-23,98.23857215559946,100.06113791132704,98.11483050335433,98.28716913701687,3525184
2025-11-24,100.57319679419253,101.3871795568472,100.36535143346963,100.67886588498061,1289018
2025-11-25,101.79059622016106,103.23776103126319,101.26226998671359,102.62475754347,4031936
2025-11-26,103.12047184712698,103.65291886953219,102.56171801905462,103.43947034814214,4858018
2025-11-27,100.29802440436968,100.55405853473758,99.53904210639794,100.01546956630214,4473919
2025-11-28,104.19245653104397,105.20804685254505,103.88391942729099,104.090093990681,3293546
2025-11-29,105.58289577196993,105.65702616148614,104.29878372211094,105.21785878700835,1158289
2025-11-30,103.96786478516152,104.94641985340338,104.05446402407689,104.32313127091248,2668403
2025-12-01,106.35915873251001,107.60042151621899,104.7410195491901,106.85337443138967,3786253
2025-12-02,107.95901089875831,108.27055583685608,106.61821588501904,107.76681352906046,3336448
2025-12-03,108.51740476520895,110.13259302202135,109.52229740860264,108.9943735811431,1770459
2025-12-04,107.8266116252833,109.22800031566793,105.92074989209884,108.36231172424692,2244193
2025-12-05,107.30799655237877,108.73354503753606,106.63358133464806,107.62379329571031,1893235
2025-12-06,108.30567505006677,109.66289596130078,108.51270616464612,108.85610086440987,3585928
2025-12-07,109.9264502072854,110.43875477645062,110.60729423090743,110.77485462184936,1825829
2025-12-08,112.33573356993229,112.63105026868242,113.67948331016287,112.85585526613954,4030000
2025-12-09,115.0860075034972,115.17468134117816,114.20877990311156,115.08722755162648,4089080
2025-12-10,116.10654438780146,116.95855998951687,116.31669903064555,116.44511941384278,3608686
2025-12-11,115.67944261791817,117.07594475758579,115.8741792262248,116.50000038567431,2142224
2025-12-12,113.99071602773812,116.31603188717233,114.40823861350356,114.99471073789813,2967974
2025-12-13,114.13157962377517,116.69684616662511,114.07845762935153,114.73137136627558,1957481
2025-12-14,112.6959854694664,114.05582185468046,112.81027945831141,112.95345544301186,4801537
2025-12-15,113.8852622029764,116.04012653138174,114.40196741185535,114.85970286591426,1765797
2025-12-16,113.2564710416515,113.35136704826327,112.54261715630277,113.18099185688196,1962084
2025-12-17,113.9790907654237,113.54330378468005,112.49630964934494,113.9699857377738,2763097
2025-12-18,115.8814234175228,118.2233014886286,115.39283526197923,116.02306225675468,3257077
2025-12-19,118.35067350219005,117.95785672192643,117.50127257138017,118.14678167606247,2918996
2025-12-20,116.68856465787073,116.87482763982335,116.50643426472048,116.36414468692196,1420070
2025-12-21,117.33078783769437,117.70423180531053,116.27685744643343,117.10347297180898,1455627
2025-12-22,117.60038092306431,119.28645662504705,117.42847478861292,117.62569174890598,1511691
2025-12-23,118.55278660948052,120.01215844039348,117.63067937869417,118.47749267211091,1822432
2025-12-24,118.61385433528088,118.63930673780737,116.9515374838324,117.72113240740002,4645044
2025-12-25,118.00140203901192,116.52691009326617,116.3222378478773,117.3404322662559,2558620
2025-12-26,115.78151923705414,117.5228553333461,115.53498501746381,116.6130250019129,4581075
2025-12-27,117.4355624245049,118.04525370748134,115.01915875210929,117.50301874188143,2581395
2025-12-28,118.25888998250322,120.13428213603405,117.32544949050306,118.74884954350685,1064704
2025-12-29,117.55127209184519,117.27483360661786,115.74382125273962,117.50565048641344,2061752
2025-12-30,115.89146845009786,115.43511514564294,115.4696523051923,115.82004392142319,3964191
2025-12-31,113.17439204606347,115.0637681861598,113.35099120477898,113.7256386052991,2912220
2026-01-01,116.56662729142248,117.46507212429083,116.44986392368436,116.64058234426335,3190919
2026-01-02,115.99670809833898,116.95889162949392,115.10431241644078,115.92630830577562,4627808
2026-01-03,115.287328781535,116.57025550849947,116.40192468613651,116.40709388963297,4456523
2026-01-04,115.4309014965941,114.92751215947152,114.33202748626967,114.79072571862302,4192424
2026-01-05,116.98136904917578,117.9367813236415,115.03752637529949,116.39163553150922,1966943
2026-01-06,119.43534040580305,120.74768796591317,117.74490999300951,119.1229153516926,2512041
2026-01-07,118.85374398679573,118.14014496379461,117.83723450311341,118.16216913504734,2878151
2026-01-08,119.32342051448859,119.9930718552872,118.30324216127755,119.54098648857372,2844964
2026-01-09,120.11161169853041,121.47637377368262,120.60652614453109,120.62149583972571,3138434
2026-01-10,122.08019633236606,122.8307935005054,120.2237150442097,121.80132638457131,2527758
2026-01-11,121.3314300738404,122.01921595128401,122.18818896059209,121.80665387873255,2105137
2026-01-12,120.9585693611955,122.30753464005174,120.65714157712486,121.60111882247975,4529333
2026-01-13,120.24558369471937,121.66850234178715,119.39366395388998,120.37892154137018,4713845
2026-01-14,117.19505166584128,117.93390875674342,116.92613195375296,117.66600918924237,4311994
2026-01-15,116.64795753993641,117.35652021678615,115.966709164285,116.2523752484147,1237664
2026-01-16,118.36460058472137,118.66735327450775,118.85887556566266,118.54585999477824,2172336
2026-01-17,117.45890906486692,117.5897952838178,116.95044686889352,117.03909014522195,1144612
