week,score,group
2025-03-10,0.5579891523332655,low_weight
2025-03-17,1.0,low_weight
2025-03-17,0.49990535494245103,high_weight
2025-03-24,0.7102512568679393,high_weight
2025-03-24,0.38359001088420785,low_weight
2025-03-31,0.3835479867881602,low_weight
2025-04-07,0.5885230994810656,high_weight
2025-04-07,0.49613245438851006,low_weight
2025-04-14,0.4846479057222296,low_weight
2025-04-21,0.45668824377905887,low_weight
2025-04-28,0.47255965516857174,low_weight
2025-04-28,0.5900134923799217,high_weight
2025-05-05,0.5872219510600499,low_weight
2025-05-05,0.7860936631077488,high_weight
2025-05-12,0.43584600341362284,low_weight
2025-05-12,0.543061661653085,high_weight
2025-05-19,0.5146625247894621,low_weight
2025-05-19,0.7886264873460356,high_weight
2025-05-26,0.4829598425481341,low_weight
2025-05-26,0.5779324928447784,high_weight
2025-06-02,0.8091668598394184,low_weight
2025-06-09,0.5558881613701193,low_weight
2025-06-09,0.512596491844132,high_weight
2025-06-16,0.1975800334978649,low_weight
2025-06-23,0.6486601267846067,low_weight
2025-06-30,0.6215058478548477,low_weight
2025-07-07,0.6698710518689588,low_weight
2025-07-07,0.44730701268653156,high_weight
2025-07-14,0.35894709564945654,low_weight
2025-07-14,0.6760100211919053,high_weight
2025-07-21,0.15053943164305122,low_weight
2025-07-21,0.66192007240681,high_weight
2025-07-28,0.4881105876765456,low_weight
2025-08-04,0.7264090338171943,high_weight
2025-08-04,0.0,low_weight
2025-08-11,0.4630429697673112,low_weight
2025-08-11,0.3309264755039785,high_weight
2025-08-18,0.4372246526497653,low_weight
2025-08-25,0.4944255791760137,low_weight
2025-09-01,0.4237538648507398,low_weight
2025-09-01,0.5268798658376143,high_weight
2025-09-08,0.5380924987675271,low_weight
2025-09-08,0.5151608914368956,high_weight
2025-09-15,0.1781810552712641,high_weight
2025-09-15,0.16349111626006266,low_weight
2025-09-22,0.6311202779924605,high_weight
2025-09-22,0.1313513716330118,low_weight
2025-09-29,0.5496148858691091,low_weight
2025-10-06,0.4726312119527512,low_weight
2025-10-13,0.48435197847417355,low_weight
2025-10-20,0.3176409677080551,low_weight
2025-10-27,0.11891834229969968,low_weight
2025-10-27,0.7001150328062222,high_weight
2025-11-03,0.4132364353039248,low_weight
2025-11-03,0.4863590886024677,high_weight
2025-11-10,0.8623212549489647,low_weight
2025-11-10,0.3674497014339449,high_weight
2025-11-17,0.4494750628824206,low_weight
2025-11-24,0.1587664402262195,low_weight
2025-11-24,0.26657132066536143,high_weight
2025-12-01,0.18716342215442497,low_weight
2025-12-01,0.3984790031652919,high_weight
2025-12-08,0.6603189147861814,low_weight
2025-12-08,0.8684361324619405,high_weight
2025-12-15,0.7086392970256592,low_weight
2025-12-15,0.36665859363367415,high_weight
2025-12-22,0.5626000261122585,low_weight
2025-12-29,0.39190813705199157,low_weight
2025-12-29,0.6038049968205979,high_weight
2026-01-05,0.45683517407867774,high_weight
2026-01-05,0.6529827496879218,low_weight
